bond_1y,bill_1y,bond_3y,bill_3y,bond_5y,bill_5y,bond_10y,bill_10y
-0.05855115387776883,0.04369530615192563,0.05410648671979403,0.04139752312561629,0.06820289414197675,0.040007266638451666,0.06469999571131001,0.03413456170950391
0.0768141439851729,0.029919207897449063,0.12736276692223863,0.015999745147098565,0.05209253804561732,0.011993485097558043,0.07264708756569706,0.014969315932932048
-0.11968037554456014,0.033755185995416825,0.0008270908825837691,0.039101639788295284,0.004470150507977639,0.04681270220589617,0.024269529595759814,0.05245527815824769
-0.06207562320433789,0.0496582405617636,0.04302938031139426,0.04988507924794283,0.06332123361158679,0.04424076584163883,0.06400725631534314,0.041060108111268034
-0.09615002082364041,0.04373704571774195,0.036692436992057285,0.04880159151584107,0.06901319852151362,0.043157017088307104,0.07583188420398448,0.026739422940393665
0.0857048003320168,0.04164275524395422,0.055194260164330794,0.036579698580409215,0.08874634670515597,0.03828011859714375,0.05186090842746789,0.03170855662284633
-0.00478273424266491,0.03780154838785377,-0.04539369647827624,0.04322763836220478,-0.004990699893611897,0.04859179909394551,0.05086369476963071,0.045995224034717896
-0.07312632313119187,0.04358246606632843,0.11657180641936833,0.01769569277381966,0.1288774259756352,0.008154745073783554,0.05526028643872459,0.018346784982104403
0.03762225308294526,0.04150512164946263,0.09364369767349726,0.04851156384052824,0.05975583460963198,0.04160722000272443,0.08620507754700525,0.021084309383694766
-0.04365632023104877,0.03933819577653397,0.017908711168541182,0.03900529810173792,0.026016344342495785,0.052570763513774654,0.059464906396393256,0.06223428455793156
-0.11801040262861312,0.04534635649301899,-0.015726611795141572,0.05122502983372934,0.023151174611259356,0.04531158703028915,0.07587237616270803,0.03685439585943007
-0.10946030297690933,0.04073096769029827,0.018484237464093486,0.04447957874031583,0.05492194556808816,0.04650178909205094,0.05258191647636834,0.05279309069466698
0.17191383123309334,0.04687829668372934,0.07903408134975431,0.042788896404986954,0.04088348407584123,0.04310385049354504,0.07811971718609842,0.03694826026550446
0.07169427264753957,0.04881143988186665,0.08262103157464872,0.03773699388715457,0.05835703937570638,0.033545635796092155,0.060050431856752975,0.03571626484824231
0.1011844437171816,0.04284883637195169,0.05709563144825615,0.03871446715747329,0.09680983144007471,0.036239768434839226,0.061926427380039506,0.03152043793470605
0.17762310660508468,0.04275575568633827,0.1252801894211824,0.03330090724121204,0.08834399687660442,0.030140237543792914,0.06953370822369695,0.03797672872249058
-0.016426484976447626,0.04025468950093547,0.008278340456694198,0.04514063856621253,0.05118101515235076,0.043972350401093374,0.050364379498379706,0.030889784033633294
0.2372401729324513,0.039627829679997895,0.08211445877851982,0.044101061531586216,0.049465776202183724,0.04549334579613906,0.05056275019909877,0.038438832203028905
0.24298547864130557,0.04052831718522598,0.09665350186192469,0.042889034673667226,0.05905296928889882,0.0384968991480974,0.06675426221008439,0.02167964697805491
-0.016637652029031457,0.049025441918944423,-0.04754046530045414,0.05247658425631241,0.03229384262265025,0.05712789524516615,0.030933054388891445,0.05194466508375273
0.05942098449057105,0.03812220169353231,0.04885977022223577,0.0375618872665866,0.07121953963235111,0.04230641779164679,0.05868130820478148,0.038506546010660836
-0.15713875888728734,0.04700853955285078,-0.056835569366836855,0.05769294474930464,0.02468061092330796,0.057434947881527254,0.07422229105832727,0.04368881584258011
0.08435507388726618,0.03847769630125164,0.03406854708355649,0.03331498259437882,0.06883253939083193,0.03629128797789405,0.06720185545998547,0.028310523736235327
-0.017650923825430067,0.04023824250025143,0.059928663951962294,0.04212409276028728,0.03264953800809309,0.03690140851278301,0.05392428289220237,0.022394947524427167
0.18988512016042763,0.040993040268922476,0.007847845424272389,0.03460579105682737,0.019014986698465023,0.039712371546251735,0.043580235685278634,0.042234878361415706
0.18978565062504574,0.04111858460489337,0.11979900167670832,0.03826933153990297,0.0796079599889602,0.024329519874943806,0.06119147954333429,0.015179587223347557
-0.0750919217103505,0.04431414396008715,0.007124374435144938,0.04856997164226251,0.03434856444886717,0.05245205798567376,0.05650000656475024,0.05011594584976531
-0.04627912915916195,0.039607236563873105,0.033230824078066525,0.05454402368070954,0.05993409307607345,0.048677944437615306,0.0521970036867759,0.03327335047823299
0.12997770860927277,0.04374361658003356,0.00472302865753514,0.04271297668762952,0.04797061037711569,0.04506086187182423,0.04228139500218435,0.04458179062997125
-0.002314573137448919,0.045431732721462836,0.01927317276395738,0.03404029219924376,0.0920301518777898,0.0293554148663262,0.0791074737931472,0.02887544717663415
0.04105907694358602,0.0363316386304573,0.19589756294430005,0.025061147312365417,0.13247562490714385,0.018838923201781155,0.06036850980203623,0.024016127575429813
-0.05624217493142089,0.03155015040742448,0.0370659554504988,0.03111145955027017,0.07249212490848647,0.035006598693091195,0.041552051592518936,0.04044218808332434
0.04049098217040138,0.039913317528422754,0.022233734303530598,0.047634741037865025,0.056569845970689266,0.043648320218336645,0.05977507811257174,0.044986064952714955
0.1008063892744029,0.043062437491609984,0.10598772525798603,0.04892890425083163,0.04554837247302453,0.04907464699757225,0.05505464859992246,0.04274191256039983
0.17079519118247746,0.042645055323025316,0.05973983238245593,0.032040693142667775,0.09193377593685616,0.02591985978641409,0.0670391712900418,0.02417899051268413
-0.0694410744064751,0.03746717480021933,0.013779485548249712,0.051752141711918886,0.018764500119261136,0.05228082513196375,0.06794771987543856,0.033294619751666366
0.25244070530045354,0.03319917335179623,-0.0005820669088278084,0.03373468319513773,0.04495098597102895,0.0347927433994486,0.04669644672991417,0.04316303179629366
0.012571982085183758,0.041457778527362654,0.1156649069934392,0.03981650659288016,0.11279916147041293,0.039267562104108755,0.035685698083995035,0.05369761415760732
-0.033531269284459056,0.040744643422622406,0.12333121341657906,0.02905939038258576,0.06621157489251853,0.0290019571130824,0.05323310111249715,0.04452047352919841
0.15679501767796666,0.04433163522804362,0.12780501820179907,0.043030267182788906,0.10906776621714355,0.029849881663830846,0.07902472682918739,0.023407281508086575
0.2563397007879598,0.04028729197711289,0.12666613290139847,0.024137553836045322,0.09609330058243716,0.014740940570977967,0.08529567526339454,0.012928680919529478
0.05475649253760619,0.04362136321101606,0.10054854251490591,0.04121743940163247,0.11597389174069411,0.03860733440565278,0.04803407518252948,0.0387600366817038
0.04687770893148386,0.04466776663316052,0.07189109822317342,0.044542353274110935,0.05676874022372263,0.042488032564205414,0.048439273570608975,0.04553579936257912
0.12198565624168711,0.040800149713990486,0.06829717622796057,0.03108386071523994,0.05477491726559372,0.024519316736720587,0.061971283853259576,0.020198019481975305
0.08586716794812818,0.03610103418977606,0.04534374956538689,0.024763872969277845,0.032290517543931155,0.02539039186614378,0.052401250751277544,0.03708157004791324
0.1487625343421772,0.04884935267712209,0.12718331702649868,0.0472003276344386,0.0433195323555545,0.04557202926620629,0.0369148596516987,0.04211449051228433
0.14810885427128126,0.042733433045517355,0.05970098493103753,0.0415308535790988,0.06903556569680423,0.045167781192061884,0.05703164495299404,0.041295672036123054
0.02244010484340884,0.041398064405815616,0.02103282272569355,0.040305829635725265,0.04200988324431698,0.039152877715838974,0.049712496397281966,0.03268876058803394
0.2098145994035349,0.039882931589193316,0.11260471432179969,0.02922245277280555,0.07793165894819756,0.023802252645527933,0.05339432971088562,0.0303525746969302
0.1397034163163851,0.046939387404626,0.06349340669710135,0.04287229989976726,0.02624104703057907,0.03955036871222428,0.04334988870085402,0.05029920124753229
-0.10964633050295602,0.04379586875042141,0.06284872763451657,0.041061374407453055,0.07175647885156441,0.031624907800346325,0.07392383769597442,0.012748796267515461
0.1767219830491465,0.04714091851487212,0.18843267060480023,0.04273268749896664,0.12269690562521694,0.032179493464710385,0.035955593973036264,0.03535595289187787
0.06175143353371008,0.04556990194406607,0.025567219838699307,0.046117422995657575,-0.007981363805828862,0.04576407915927905,0.05658016929292572,0.04167383806179137
0.4327221655790556,0.03836034619785189,0.2499072626118761,0.023694376056369926,0.15015668822085268,0.022777662020208922,0.07034598877227442,0.015407805687684739
0.007870914149040266,0.04088479774567455,0.0674113065571511,0.04482202543010194,0.030289540234597432,0.04526190019924692,0.040436703885025876,0.04832091743930533
-0.08418863888265063,0.04896856916130066,0.05003040331761107,0.04851705413140217,0.041862908562995876,0.04762416789560886,0.0677011343629268,0.04039149930614272
0.14830411431460092,0.03575315596612705,0.08018783060095326,0.037245667550904304,0.10641492439682945,0.02472114561099903,0.06533890119861294,0.009639378952691402
0.05030431410662097,0.04120617871596455,0.061245725165803434,0.04302001159675717,0.06185286356033581,0.04173987693429915,0.060032878465978975,0.03565129335705253
0.11267514156106724,0.0464098583110264,-0.004432088595141431,0.038347589850936226,0.078408559694445,0.03934845192959702,0.0756352392579643,0.030705957242668447
0.03069160893049803,0.030556524382558292,-0.019605973180055303,0.032744613547981416,0.017568474615965113,0.04051010282399692,0.038825500905383885,0.05321842484778827
-0.03495835566815955,0.04452838108705004,0.03861627967036065,0.040902400202803335,0.055750168340809876,0.04581376951442162,0.06917575785627648,0.035850162059514856
0.023526635082737002,0.04945977206518859,0.018602062636032,0.04806164446971373,0.03428107201758435,0.0470430813416598,0.06563965502007335,0.03187018525362628
-0.08068633029812942,0.040476431233940735,0.020876622032349204,0.0425138404712071,0.06012097256443292,0.040501688641236155,0.03409160573105355,0.049976268591608086
0.028227757262597807,0.046978377465650256,0.004380155766772645,0.05459099967242831,0.02348061338158643,0.055170740605682944,0.03955334977244923,0.04658180609782758
0.24155277031026295,0.03575134272613556,0.09131953246665753,0.026590761729258228,0.047182239540105295,0.027680742539160308,0.041718382766789415,0.032464045097655214
0.049829128976849206,0.039752181038122725,0.1814426357303612,0.027559749623645935,0.12494640868088755,0.022463840418542436,0.05979250416115676,0.031424190841715216
0.09269138012981744,0.041642693870864944,-0.007360228435838284,0.03563852845086668,0.053388508551962914,0.02465488959699047,0.041022254575768156,0.023542946132609766
0.01993960092896683,0.043782436982194195,0.08480738241485715,0.03695589751769934,0.06815965020708797,0.0299305479857932,0.056783553147909525,0.02311016277206468
0.1959952635069288,0.04284686445031993,0.10759763366081325,0.04812688984925173,0.11184916477085405,0.054616295364808165,0.047442648440432646,0.06206095817701973
0.08240761962553259,0.044554481886205144,-0.03471332152053917,0.04235719098447466,0.014206807660616917,0.047399561363145715,0.06336282799028552,0.035427880108737764
0.08864029637791473,0.04219894588230533,0.04067464933696391,0.049011441084688245,0.09111789065079721,0.050450027000001896,0.08266419650840655,0.03768876635158236
0.11469973716776326,0.04151699587371138,0.11573190323603863,0.040437035262893106,0.16169448957066257,0.036393453158846345,0.07458317797710114,0.028539223686428805
-0.046054703216264335,0.042561620504495856,-0.06318433555550697,0.052007438272978046,0.01978293418378547,0.05419828559272166,0.051678810073932276,0.043412489336709825
0.062146058318964206,0.04193734074262312,0.08999529651426993,0.0401783209116624,0.09007019081080855,0.031401068923866404,0.053165184384010765,0.0254607481619622
0.10934228415891521,0.037969939615644765,0.16063221720389612,0.02810137327557971,0.0772039993523027,0.022289802237254852,0.08928874297184118,0.016960520116031663
0.1951913050104617,0.04785983499076085,0.15746794447942442,0.04452430538317875,0.09494448547496367,0.03471264065781332,0.08077241108025508,0.0315570763377766
