Date,"4 WEEKS BANK DISCOUNT","4 WEEKS COUPON EQUIVALENT","13 WEEKS BANK DISCOUNT","13 WEEKS COUPON EQUIVALENT","26 WEEKS BANK DISCOUNT","26 WEEKS COUPON EQUIVALENT","52 WEEKS BANK DISCOUNT","52 WEEKS COUPON EQUIVALENT"
11/15/2013,0.06,0.06,0.08,0.08,0.10,0.10,0.13,0.13
11/14/2013,0.06,0.06,0.08,0.08,0.10,0.10,0.13,0.13
11/13/2013,0.06,0.06,0.08,0.08,0.10,0.10,0.13,0.13
11/12/2013,0.05,0.05,0.08,0.08,0.10,0.10,0.12,0.12
11/08/2013,0.04,0.04,0.06,0.06,0.09,0.09,0.11,0.11
11/07/2013,0.04,0.04,0.05,0.05,0.09,0.09,0.10,0.10
11/06/2013,0.05,0.05,0.05,0.05,0.09,0.09,0.10,0.10
11/05/2013,0.06,0.06,0.05,0.05,0.08,0.08,0.09,0.09
11/04/2013,0.02,0.02,0.05,0.05,0.09,0.09,0.09,0.09
11/01/2013,0.03,0.03,0.04,0.04,0.08,0.08,0.09,0.09
10/31/2013,0.03,0.03,0.04,0.04,0.08,0.08,0.09,0.09
10/30/2013,0.05,0.05,0.04,0.04,0.09,0.09,0.10,0.10
10/29/2013,0.06,0.06,0.04,0.04,0.08,0.08,0.10,0.10
10/28/2013,0.02,0.02,0.04,0.04,0.08,0.08,0.10,0.10
10/25/2013,0.02,0.02,0.04,0.04,0.08,0.08,0.10,0.10
10/24/2013,0.02,0.02,0.03,0.03,0.07,0.07,0.11,0.11
10/23/2013,0.02,0.02,0.04,0.04,0.07,0.07,0.11,0.11
10/22/2013,0.04,0.04,0.04,0.04,0.07,0.07,0.10,0.10
10/21/2013,0.02,0.02,0.04,0.04,0.07,0.07,0.11,0.11
10/18/2013,0.01,0.01,0.04,0.04,0.08,0.08,0.12,0.12
10/17/2013,0.01,0.01,0.05,0.05,0.08,0.08,0.13,0.13
10/16/2013,0.14,0.14,0.10,0.10,0.11,0.11,0.15,0.15
10/15/2013,0.35,0.35,0.14,0.14,0.16,0.16,0.15,0.15
10/11/2013,0.26,0.26,0.08,0.08,0.07,0.07,0.13,0.13
10/10/2013,0.26,0.26,0.05,0.05,0.07,0.07,0.13,0.13
10/09/2013,0.27,0.27,0.05,0.05,0.08,0.08,0.14,0.14
10/08/2013,0.27,0.27,0.05,0.05,0.09,0.09,0.14,0.14
10/07/2013,0.15,0.15,0.03,0.03,0.06,0.06,0.11,0.11
10/04/2013,0.12,0.12,0.03,0.03,0.04,0.04,0.10,0.10
10/03/2013,0.13,0.13,0.03,0.03,0.05,0.05,0.10,0.10
10/02/2013,0.08,0.08,0.02,0.02,0.05,0.05,0.10,0.10
10/01/2013,0.10,0.10,0.02,0.02,0.04,0.04,0.09,0.09
09/30/2013,0.03,0.03,0.02,0.02,0.04,0.04,0.09,0.09
09/27/2013,0.03,0.03,0.02,0.02,0.03,0.03,0.09,0.09
09/26/2013,0.04,0.04,0.00,0.00,0.03,0.03,0.09,0.09
09/25/2013,0.02,0.02,0.02,0.02,0.05,0.05,0.10,0.10
09/24/2013,0.02,0.02,0.02,0.02,0.05,0.05,0.10,0.10
09/23/2013,0.01,0.01,0.02,0.02,0.05,0.05,0.10,0.10
09/20/2013,0.01,0.01,0.01,0.01,0.05,0.05,0.11,0.11
09/19/2013,0.00,0.00,0.01,0.01,0.03,0.03,0.10,0.10
09/18/2013,0.01,0.01,0.01,0.01,0.04,0.04,0.11,0.11
09/17/2013,0.01,0.01,0.01,0.01,0.04,0.04,0.12,0.12
09/16/2013,0.01,0.01,0.02,0.02,0.04,0.04,0.11,0.11
09/13/2013,0.01,0.01,0.01,0.01,0.02,0.02,0.11,0.11
09/12/2013,0.01,0.01,0.01,0.01,0.02,0.02,0.11,0.11
09/11/2013,0.01,0.01,0.02,0.02,0.05,0.05,0.11,0.11
09/10/2013,0.01,0.01,0.02,0.02,0.04,0.04,0.11,0.11
09/09/2013,0.02,0.02,0.02,0.02,0.04,0.04,0.11,0.11
09/06/2013,0.02,0.02,0.02,0.02,0.05,0.05,0.13,0.13
09/05/2013,0.03,0.03,0.02,0.02,0.06,0.06,0.15,0.15
09/04/2013,0.02,0.02,0.02,0.02,0.05,0.05,0.13,0.13
09/03/2013,0.03,0.03,0.02,0.02,0.05,0.05,0.13,0.13
08/30/2013,0.02,0.02,0.03,0.03,0.05,0.05,0.12,0.12
08/29/2013,0.03,0.03,0.02,0.02,0.06,0.06,0.13,0.13
08/28/2013,0.04,0.04,0.03,0.03,0.07,0.07,0.13,0.13
08/27/2013,0.04,0.04,0.05,0.05,0.07,0.07,0.12,0.12
08/26/2013,0.03,0.03,0.04,0.04,0.07,0.07,0.13,0.13
08/23/2013,0.02,0.02,0.03,0.03,0.06,0.06,0.14,0.14
08/22/2013,0.01,0.01,0.03,0.03,0.06,0.06,0.14,0.14
08/21/2013,0.02,0.02,0.04,0.04,0.07,0.07,0.14,0.14
08/20/2013,0.03,0.03,0.04,0.04,0.07,0.07,0.13,0.13
08/19/2013,0.03,0.03,0.06,0.06,0.08,0.08,0.12,0.12
08/16/2013,0.05,0.05,0.05,0.05,0.08,0.08,0.12,0.12
08/15/2013,0.05,0.05,0.05,0.05,0.08,0.08,0.12,0.12
08/14/2013,0.06,0.06,0.05,0.05,0.07,0.07,0.11,0.11
08/13/2013,0.06,0.06,0.06,0.06,0.08,0.08,0.11,0.11
08/12/2013,0.05,0.05,0.06,0.06,0.08,0.08,0.11,0.11
08/09/2013,0.05,0.05,0.05,0.05,0.07,0.07,0.10,0.10
08/08/2013,0.05,0.05,0.05,0.05,0.07,0.07,0.11,0.11
08/07/2013,0.05,0.05,0.05,0.05,0.08,0.08,0.11,0.11
08/06/2013,0.05,0.05,0.04,0.04,0.08,0.08,0.11,0.11
08/05/2013,0.03,0.03,0.05,0.05,0.08,0.08,0.11,0.11
08/02/2013,0.02,0.02,0.04,0.04,0.07,0.07,0.11,0.11
08/01/2013,0.02,0.02,0.04,0.04,0.08,0.08,0.12,0.12
07/31/2013,0.03,0.03,0.04,0.04,0.08,0.08,0.11,0.11
07/30/2013,0.03,0.03,0.04,0.04,0.07,0.07,0.11,0.11
07/29/2013,0.01,0.01,0.03,0.03,0.07,0.07,0.11,0.11
07/26/2013,0.02,0.02,0.03,0.03,0.07,0.07,0.11,0.11
07/25/2013,0.02,0.02,0.02,0.02,0.06,0.06,0.12,0.12
07/24/2013,0.02,0.02,0.03,0.03,0.07,0.07,0.12,0.12
07/23/2013,0.02,0.02,0.02,0.02,0.07,0.07,0.12,0.12
07/22/2013,0.01,0.01,0.04,0.04,0.07,0.07,0.09,0.09
07/19/2013,0.01,0.01,0.03,0.03,0.07,0.07,0.10,0.10
07/18/2013,0.01,0.01,0.03,0.03,0.07,0.07,0.10,0.10
07/17/2013,0.02,0.02,0.03,0.03,0.08,0.08,0.10,0.10
07/16/2013,0.02,0.02,0.03,0.03,0.07,0.07,0.09,0.09
07/15/2013,0.02,0.02,0.04,0.04,0.07,0.07,0.10,0.10
07/12/2013,0.02,0.02,0.04,0.04,0.07,0.07,0.11,0.11
07/11/2013,0.02,0.02,0.04,0.04,0.07,0.07,0.12,0.12
07/10/2013,0.03,0.03,0.04,0.04,0.08,0.08,0.12,0.12
07/09/2013,0.04,0.04,0.04,0.04,0.08,0.08,0.13,0.13
07/08/2013,0.02,0.02,0.05,0.05,0.07,0.07,0.13,0.13
07/05/2013,0.03,0.03,0.04,0.04,0.08,0.08,0.14,0.14
07/03/2013,0.03,0.03,0.05,0.05,0.08,0.08,0.14,0.14
07/02/2013,0.02,0.02,0.03,0.03,0.08,0.08,0.14,0.14
07/01/2013,0.01,0.01,0.04,0.04,0.09,0.09,0.15,0.15
06/28/2013,0.02,0.02,0.04,0.04,0.10,0.10,0.15,0.15
06/27/2013,0.02,0.02,0.06,0.06,0.11,0.11,0.15,0.15
06/26/2013,0.02,0.02,0.06,0.06,0.11,0.11,0.16,0.16
06/25/2013,0.03,0.03,0.06,0.06,0.11,0.11,0.17,0.17
06/24/2013,0.01,0.01,0.06,0.06,0.11,0.11,0.14,0.14
06/21/2013,0.02,0.02,0.05,0.05,0.09,0.09,0.12,0.12
06/20/2013,0.03,0.03,0.05,0.05,0.09,0.09,0.13,0.13
06/19/2013,0.04,0.04,0.05,0.05,0.08,0.08,0.12,0.12
06/18/2013,0.04,0.04,0.05,0.05,0.08,0.08,0.12,0.12
06/17/2013,0.05,0.05,0.05,0.05,0.08,0.08,0.12,0.12
06/14/2013,0.04,0.04,0.05,0.05,0.08,0.08,0.12,0.12
06/13/2013,0.04,0.04,0.05,0.05,0.08,0.08,0.13,0.13
06/12/2013,0.04,0.04,0.05,0.05,0.08,0.08,0.13,0.13
06/11/2013,0.05,0.05,0.05,0.05,0.08,0.08,0.13,0.13
06/10/2013,0.04,0.04,0.05,0.05,0.08,0.08,0.13,0.13
06/07/2013,0.04,0.04,0.04,0.04,0.07,0.07,0.13,0.13
06/06/2013,0.04,0.04,0.05,0.05,0.08,0.08,0.13,0.13
06/05/2013,0.04,0.04,0.05,0.05,0.08,0.08,0.14,0.14
06/04/2013,0.05,0.05,0.04,0.04,0.08,0.08,0.14,0.14
06/03/2013,0.03,0.03,0.05,0.05,0.08,0.08,0.14,0.14
05/31/2013,0.03,0.03,0.04,0.04,0.07,0.07,0.14,0.14
05/30/2013,0.02,0.02,0.04,0.04,0.07,0.07,0.13,0.13
05/29/2013,0.04,0.04,0.05,0.05,0.08,0.08,0.14,0.14
05/28/2013,0.02,0.02,0.05,0.05,0.09,0.09,0.12,0.12
05/24/2013,0.03,0.03,0.04,0.04,0.07,0.07,0.11,0.11
05/23/2013,0.03,0.03,0.05,0.05,0.08,0.08,0.11,0.11
05/22/2013,0.04,0.04,0.04,0.04,0.08,0.08,0.10,0.10
05/21/2013,0.04,0.04,0.04,0.04,0.09,0.09,0.11,0.11
05/20/2013,0.01,0.01,0.05,0.05,0.09,0.09,0.11,0.11
05/17/2013,0.01,0.01,0.04,0.04,0.08,0.08,0.11,0.11
05/16/2013,0.00,0.00,0.03,0.03,0.08,0.08,0.11,0.11
05/15/2013,0.01,0.01,0.04,0.04,0.09,0.09,0.11,0.11
05/14/2013,0.01,0.01,0.05,0.05,0.09,0.09,0.11,0.11
05/13/2013,0.02,0.02,0.05,0.05,0.08,0.08,0.12,0.12
05/10/2013,0.02,0.02,0.04,0.04,0.08,0.08,0.11,0.11
05/09/2013,0.02,0.02,0.04,0.04,0.08,0.08,0.11,0.11
05/08/2013,0.01,0.01,0.04,0.04,0.08,0.08,0.11,0.11
05/07/2013,0.01,0.01,0.04,0.04,0.08,0.08,0.10,0.10
05/06/2013,0.01,0.01,0.04,0.04,0.08,0.08,0.11,0.11
05/03/2013,0.02,0.02,0.05,0.05,0.08,0.08,0.11,0.11
05/02/2013,0.02,0.02,0.05,0.05,0.08,0.08,0.11,0.11
05/01/2013,0.03,0.03,0.06,0.06,0.08,0.08,0.11,0.11
04/30/2013,0.03,0.03,0.05,0.05,0.09,0.09,0.11,0.11
04/29/2013,0.03,0.03,0.05,0.05,0.08,0.08,0.11,0.11
04/26/2013,0.04,0.04,0.05,0.05,0.09,0.09,0.11,0.11
04/25/2013,0.04,0.04,0.05,0.05,0.08,0.08,0.11,0.11
04/24/2013,0.05,0.05,0.06,0.06,0.09,0.09,0.12,0.12
04/23/2013,0.04,0.04,0.05,0.05,0.09,0.09,0.11,0.11
04/22/2013,0.04,0.04,0.05,0.05,0.09,0.09,0.11,0.11
04/19/2013,0.04,0.04,0.05,0.05,0.09,0.09,0.11,0.11
04/18/2013,0.03,0.03,0.05,0.05,0.09,0.09,0.11,0.11
04/17/2013,0.05,0.05,0.06,0.06,0.09,0.09,0.12,0.12
04/16/2013,0.06,0.06,0.06,0.06,0.09,0.09,0.12,0.12
04/15/2013,0.04,0.04,0.06,0.06,0.09,0.09,0.12,0.12
04/12/2013,0.05,0.05,0.06,0.06,0.09,0.09,0.11,0.11
04/11/2013,0.06,0.06,0.07,0.07,0.10,0.10,0.12,0.12
04/10/2013,0.07,0.07,0.07,0.07,0.10,0.10,0.12,0.12
04/09/2013,0.06,0.06,0.06,0.06,0.10,0.10,0.13,0.13
04/08/2013,0.05,0.05,0.07,0.07,0.10,0.10,0.13,0.13
04/05/2013,0.05,0.05,0.07,0.07,0.10,0.10,0.13,0.13
04/04/2013,0.07,0.07,0.07,0.07,0.10,0.10,0.13,0.13
04/03/2013,0.06,0.06,0.06,0.06,0.10,0.10,0.13,0.13
04/02/2013,0.06,0.06,0.07,0.07,0.11,0.11,0.14,0.14
04/01/2013,0.06,0.06,0.08,0.08,0.11,0.11,0.13,0.13
03/28/2013,0.04,0.04,0.07,0.07,0.11,0.11,0.13,0.13
03/27/2013,0.06,0.06,0.09,0.09,0.12,0.12,0.13,0.13
03/26/2013,0.08,0.08,0.07,0.07,0.11,0.11,0.13,0.13
03/25/2013,0.06,0.06,0.08,0.08,0.11,0.11,0.13,0.13
03/22/2013,0.07,0.07,0.07,0.07,0.11,0.11,0.13,0.13
03/21/2013,0.08,0.08,0.07,0.07,0.11,0.11,0.13,0.13
03/20/2013,0.08,0.08,0.07,0.07,0.11,0.11,0.14,0.14
03/19/2013,0.08,0.08,0.07,0.07,0.11,0.11,0.14,0.14
03/18/2013,0.07,0.07,0.07,0.07,0.11,0.11,0.14,0.14
03/15/2013,0.07,0.07,0.09,0.09,0.11,0.11,0.14,0.14
03/14/2013,0.08,0.08,0.10,0.10,0.12,0.12,0.15,0.15
03/13/2013,0.09,0.09,0.09,0.09,0.12,0.12,0.15,0.15
03/12/2013,0.10,0.10,0.10,0.10,0.12,0.12,0.15,0.15
03/11/2013,0.09,0.09,0.10,0.10,0.12,0.12,0.15,0.15
03/08/2013,0.09,0.09,0.10,0.10,0.11,0.11,0.15,0.15
03/07/2013,0.10,0.10,0.10,0.10,0.11,0.11,0.15,0.15
03/06/2013,0.09,0.09,0.10,0.10,0.12,0.12,0.15,0.15
03/05/2013,0.09,0.09,0.08,0.08,0.12,0.12,0.15,0.15
03/04/2013,0.06,0.06,0.11,0.11,0.12,0.12,0.15,0.15
03/01/2013,0.07,0.07,0.11,0.11,0.12,0.12,0.15,0.15
02/28/2013,0.07,0.07,0.11,0.11,0.13,0.13,0.16,0.16
02/27/2013,0.11,0.11,0.11,0.11,0.13,0.13,0.16,0.16
02/26/2013,0.11,0.11,0.14,0.14,0.14,0.14,0.16,0.16
02/25/2013,0.09,0.09,0.12,0.12,0.14,0.14,0.15,0.15
02/22/2013,0.11,0.11,0.13,0.13,0.14,0.14,0.16,0.16
02/21/2013,0.12,0.12,0.13,0.13,0.13,0.13,0.15,0.15
02/20/2013,0.12,0.12,0.12,0.12,0.13,0.13,0.16,0.16
02/19/2013,0.09,0.09,0.12,0.12,0.13,0.13,0.16,0.16
02/15/2013,0.09,0.09,0.10,0.10,0.13,0.13,0.16,0.16
02/14/2013,0.10,0.10,0.11,0.11,0.13,0.13,0.16,0.16
02/13/2013,0.09,0.09,0.10,0.10,0.12,0.12,0.15,0.15
02/12/2013,0.08,0.08,0.09,0.09,0.12,0.12,0.14,0.14
02/11/2013,0.05,0.05,0.09,0.09,0.12,0.12,0.15,0.15
02/08/2013,0.03,0.03,0.07,0.07,0.11,0.11,0.14,0.14
02/07/2013,0.03,0.03,0.07,0.07,0.11,0.11,0.15,0.15
02/06/2013,0.06,0.06,0.07,0.07,0.12,0.12,0.15,0.15
02/05/2013,0.06,0.06,0.07,0.07,0.11,0.11,0.15,0.15
02/04/2013,0.03,0.03,0.07,0.07,0.11,0.11,0.14,0.14
02/01/2013,0.02,0.02,0.06,0.06,0.11,0.11,0.14,0.14
01/31/2013,0.04,0.04,0.07,0.07,0.12,0.12,0.14,0.14
01/30/2013,0.04,0.04,0.07,0.07,0.11,0.11,0.14,0.14
01/29/2013,0.03,0.03,0.07,0.07,0.11,0.11,0.14,0.14
01/28/2013,0.03,0.03,0.07,0.07,0.11,0.11,0.15,0.15
01/25/2013,0.06,0.06,0.08,0.08,0.11,0.11,0.14,0.14
01/24/2013,0.06,0.06,0.08,0.08,0.10,0.10,0.14,0.14
01/23/2013,0.06,0.06,0.08,0.08,0.10,0.10,0.14,0.14
01/22/2013,0.03,0.03,0.08,0.08,0.10,0.10,0.13,0.13
01/18/2013,0.04,0.04,0.08,0.08,0.10,0.10,0.14,0.14
01/17/2013,0.05,0.05,0.07,0.07,0.11,0.11,0.14,0.14
01/16/2013,0.07,0.07,0.08,0.08,0.11,0.11,0.14,0.14
01/15/2013,0.09,0.09,0.09,0.09,0.11,0.11,0.14,0.14
01/14/2013,0.05,0.05,0.08,0.08,0.11,0.11,0.14,0.14
01/11/2013,0.04,0.04,0.07,0.07,0.10,0.10,0.14,0.14
01/10/2013,0.05,0.05,0.06,0.06,0.10,0.10,0.14,0.14
01/09/2013,0.04,0.04,0.06,0.06,0.09,0.09,0.13,0.13
01/08/2013,0.06,0.06,0.07,0.07,0.11,0.11,0.14,0.14
01/07/2013,0.05,0.05,0.07,0.07,0.11,0.11,0.14,0.14
01/04/2013,0.06,0.06,0.07,0.07,0.11,0.11,0.14,0.14
01/03/2013,0.06,0.06,0.08,0.08,0.12,0.12,0.14,0.14
01/02/2013,0.07,0.07,0.08,0.08,0.12,0.12,0.14,0.14
