Date,"4 WEEKS BANK DISCOUNT","4 WEEKS COUPON EQUIVALENT","13 WEEKS BANK DISCOUNT","13 WEEKS COUPON EQUIVALENT","26 WEEKS BANK DISCOUNT","26 WEEKS COUPON EQUIVALENT","52 WEEKS BANK DISCOUNT","52 WEEKS COUPON EQUIVALENT"
08/19/2011,0.00,0.00,0.02,0.02,0.04,0.04,0.09,0.09
08/18/2011,0.01,0.01,0.01,0.01,0.05,0.05,0.09,0.09
08/17/2011,0.01,0.01,0.01,0.01,0.06,0.06,0.11,0.11
08/16/2011,0.02,0.02,0.03,0.03,0.07,0.07,0.11,0.11
08/15/2011,0.00,0.00,0.02,0.02,0.08,0.08,0.11,0.11
08/12/2011,0.01,0.01,0.02,0.02,0.07,0.07,0.10,0.10
08/11/2011,0.01,0.01,0.03,0.03,0.08,0.08,0.10,0.10
08/10/2011,0.02,0.02,0.02,0.02,0.06,0.06,0.09,0.09
08/09/2011,0.02,0.02,0.03,0.03,0.06,0.06,0.10,0.10
08/08/2011,0.02,0.02,0.05,0.05,0.07,0.07,0.11,0.11
08/05/2011,0.01,0.01,0.01,0.01,0.05,0.05,0.10,0.10
08/04/2011,0.01,0.01,0.02,0.02,0.05,0.05,0.11,0.11
08/03/2011,0.01,0.01,0.02,0.02,0.08,0.08,0.15,0.15
08/02/2011,0.05,0.05,0.06,0.06,0.13,0.13,0.16,0.16
08/01/2011,0.14,0.14,0.10,0.10,0.16,0.16,0.21,0.21
07/29/2011,0.17,0.17,0.10,0.10,0.16,0.16,0.20,0.20
07/28/2011,0.10,0.10,0.07,0.07,0.13,0.13,0.21,0.21
07/27/2011,0.08,0.08,0.08,0.08,0.12,0.12,0.21,0.21
07/26/2011,0.07,0.07,0.07,0.07,0.11,0.11,0.21,0.21
07/25/2011,0.05,0.05,0.05,0.05,0.10,0.10,0.18,0.18
07/22/2011,0.05,0.05,0.05,0.05,0.09,0.09,0.18,0.18
07/21/2011,0.04,0.04,0.05,0.05,0.09,0.09,0.18,0.18
07/20/2011,0.01,0.01,0.02,0.02,0.08,0.08,0.17,0.17
07/19/2011,0.02,0.02,0.03,0.03,0.07,0.07,0.16,0.16
07/18/2011,0.01,0.01,0.02,0.02,0.06,0.06,0.14,0.14
07/15/2011,0.02,0.02,0.02,0.02,0.05,0.05,0.14,0.14
07/14/2011,0.01,0.01,0.01,0.01,0.05,0.05,0.14,0.14
07/13/2011,0.01,0.01,0.01,0.01,0.05,0.05,0.15,0.15
07/12/2011,0.01,0.01,0.03,0.03,0.07,0.07,0.17,0.17
07/11/2011,0.02,0.02,0.03,0.03,0.07,0.07,0.16,0.16
07/08/2011,0.03,0.03,0.03,0.03,0.07,0.07,0.16,0.16
07/07/2011,0.03,0.03,0.03,0.03,0.07,0.07,0.19,0.19
07/06/2011,0.01,0.01,0.01,0.01,0.06,0.06,0.18,0.18
07/05/2011,0.01,0.01,0.02,0.02,0.08,0.08,0.18,0.18
07/01/2011,0.01,0.01,0.02,0.02,0.10,0.10,0.19,0.19
06/30/2011,0.01,0.01,0.03,0.03,0.10,0.10,0.19,0.19
06/29/2011,0.01,0.01,0.02,0.02,0.11,0.11,0.19,0.19
06/28/2011,0.01,0.01,0.03,0.03,0.11,0.11,0.21,0.21
06/27/2011,0.01,0.01,0.02,0.02,0.10,0.10,0.16,0.16
06/24/2011,0.01,0.01,0.02,0.02,0.07,0.07,0.15,0.15
06/23/2011,0.01,0.01,0.01,0.01,0.07,0.07,0.14,0.14
06/22/2011,0.01,0.01,0.02,0.02,0.09,0.09,0.15,0.15
06/21/2011,0.01,0.01,0.03,0.03,0.10,0.10,0.17,0.17
06/20/2011,0.02,0.02,0.03,0.03,0.10,0.10,0.17,0.17
06/17/2011,0.02,0.02,0.04,0.04,0.10,0.10,0.16,0.16
06/16/2011,0.02,0.02,0.05,0.05,0.11,0.11,0.17,0.17
06/15/2011,0.02,0.02,0.05,0.05,0.11,0.11,0.18,0.18
06/14/2011,0.03,0.03,0.05,0.05,0.11,0.11,0.18,0.18
06/13/2011,0.02,0.02,0.05,0.05,0.11,0.11,0.17,0.17
06/10/2011,0.02,0.02,0.05,0.05,0.10,0.10,0.18,0.18
06/09/2011,0.02,0.02,0.05,0.05,0.10,0.10,0.18,0.18
06/08/2011,0.01,0.01,0.04,0.04,0.11,0.11,0.17,0.17
06/07/2011,0.01,0.01,0.05,0.05,0.11,0.11,0.17,0.17
06/06/2011,0.03,0.03,0.05,0.05,0.10,0.10,0.17,0.17
06/03/2011,0.04,0.04,0.04,0.04,0.10,0.10,0.18,0.18
06/02/2011,0.04,0.04,0.04,0.04,0.11,0.11,0.19,0.19
06/01/2011,0.04,0.04,0.05,0.05,0.11,0.11,0.18,0.18
05/31/2011,0.04,0.04,0.06,0.06,0.12,0.12,0.16,0.16
05/27/2011,0.04,0.04,0.05,0.05,0.11,0.11,0.16,0.16
05/26/2011,0.04,0.04,0.05,0.05,0.10,0.10,0.16,0.16
05/25/2011,0.04,0.04,0.06,0.06,0.10,0.10,0.17,0.17
05/24/2011,0.04,0.04,0.06,0.06,0.11,0.11,0.18,0.18
05/23/2011,0.03,0.03,0.06,0.06,0.10,0.10,0.18,0.18
05/20/2011,0.03,0.03,0.05,0.05,0.10,0.10,0.16,0.16
05/19/2011,0.02,0.02,0.05,0.05,0.10,0.10,0.18,0.18
05/18/2011,0.03,0.03,0.05,0.05,0.08,0.08,0.17,0.17
05/17/2011,0.03,0.03,0.04,0.04,0.07,0.07,0.17,0.17
05/16/2011,0.02,0.02,0.04,0.04,0.07,0.07,0.17,0.17
05/13/2011,0.01,0.01,0.03,0.03,0.08,0.08,0.18,0.18
05/12/2011,0.01,0.01,0.02,0.02,0.07,0.07,0.17,0.17
05/11/2011,0.01,0.01,0.03,0.03,0.07,0.07,0.17,0.17
05/10/2011,0.02,0.02,0.03,0.03,0.07,0.07,0.18,0.18
05/09/2011,0.01,0.01,0.03,0.03,0.07,0.07,0.16,0.16
05/06/2011,0.02,0.02,0.02,0.02,0.07,0.07,0.17,0.17
05/05/2011,0.01,0.01,0.02,0.02,0.07,0.07,0.19,0.19
05/04/2011,0.02,0.02,0.03,0.03,0.07,0.07,0.19,0.19
05/03/2011,0.02,0.02,0.03,0.03,0.09,0.09,0.20,0.20
05/02/2011,0.02,0.02,0.05,0.05,0.10,0.10,0.19,0.19
04/29/2011,0.02,0.02,0.04,0.04,0.11,0.11,0.19,0.19
04/28/2011,0.02,0.02,0.04,0.04,0.10,0.10,0.21,0.21
04/27/2011,0.03,0.03,0.06,0.06,0.11,0.11,0.20,0.20
04/26/2011,0.02,0.02,0.07,0.07,0.11,0.11,0.20,0.20
04/25/2011,0.03,0.03,0.07,0.07,0.12,0.12,0.21,0.21
04/21/2011,0.03,0.03,0.06,0.06,0.11,0.11,0.21,0.21
04/20/2011,0.04,0.04,0.06,0.06,0.11,0.11,0.22,0.22
04/19/2011,0.04,0.04,0.06,0.06,0.11,0.11,0.22,0.22
04/18/2011,0.03,0.03,0.07,0.07,0.11,0.11,0.22,0.22
04/15/2011,0.04,0.04,0.07,0.07,0.12,0.12,0.23,0.23
04/14/2011,0.04,0.04,0.07,0.07,0.13,0.13,0.24,0.24
04/13/2011,0.03,0.03,0.06,0.06,0.11,0.11,0.22,0.22
04/12/2011,0.02,0.02,0.05,0.05,0.11,0.11,0.23,0.23
04/11/2011,0.02,0.02,0.05,0.05,0.12,0.12,0.25,0.25
04/08/2011,0.02,0.02,0.04,0.04,0.12,0.12,0.26,0.26
04/07/2011,0.03,0.03,0.04,0.04,0.12,0.12,0.26,0.26
04/06/2011,0.03,0.03,0.06,0.06,0.14,0.14,0.28,0.29
04/05/2011,0.05,0.05,0.07,0.07,0.15,0.15,0.29,0.30
04/04/2011,0.02,0.02,0.06,0.06,0.13,0.13,0.20,0.20
04/01/2011,0.03,0.03,0.07,0.07,0.15,0.15,0.23,0.23
03/31/2011,0.05,0.05,0.09,0.09,0.17,0.17,0.26,0.26
03/30/2011,0.03,0.03,0.10,0.10,0.17,0.17,0.27,0.28
03/29/2011,0.06,0.06,0.10,0.10,0.17,0.17,0.28,0.29
03/28/2011,0.03,0.03,0.11,0.11,0.18,0.18,0.27,0.28
03/25/2011,0.04,0.04,0.09,0.09,0.17,0.17,0.27,0.28
03/24/2011,0.04,0.04,0.09,0.09,0.17,0.17,0.24,0.24
03/23/2011,0.06,0.06,0.09,0.09,0.15,0.15,0.22,0.22
03/22/2011,0.07,0.07,0.10,0.10,0.16,0.16,0.23,0.23
03/21/2011,0.06,0.06,0.10,0.10,0.16,0.16,0.23,0.23
03/18/2011,0.06,0.06,0.07,0.07,0.14,0.14,0.22,0.22
03/17/2011,0.06,0.06,0.08,0.08,0.14,0.14,0.23,0.23
03/16/2011,0.06,0.06,0.10,0.10,0.14,0.14,0.20,0.20
03/15/2011,0.07,0.07,0.10,0.10,0.14,0.14,0.22,0.22
03/14/2011,0.05,0.05,0.09,0.09,0.14,0.14,0.21,0.21
03/11/2011,0.04,0.04,0.08,0.08,0.13,0.13,0.23,0.23
03/10/2011,0.04,0.04,0.08,0.08,0.14,0.14,0.24,0.24
03/09/2011,0.07,0.07,0.10,0.10,0.15,0.15,0.25,0.25
03/08/2011,0.07,0.07,0.11,0.11,0.16,0.16,0.26,0.26
03/07/2011,0.10,0.10,0.11,0.11,0.16,0.16,0.23,0.23
03/04/2011,0.11,0.11,0.12,0.12,0.16,0.16,0.24,0.24
03/03/2011,0.12,0.12,0.13,0.13,0.16,0.16,0.26,0.26
03/02/2011,0.12,0.12,0.13,0.13,0.17,0.17,0.24,0.24
03/01/2011,0.07,0.07,0.14,0.14,0.16,0.16,0.23,0.23
02/28/2011,0.13,0.13,0.15,0.15,0.18,0.18,0.24,0.24
02/25/2011,0.12,0.12,0.13,0.13,0.16,0.16,0.25,0.25
02/24/2011,0.13,0.13,0.13,0.13,0.16,0.16,0.24,0.24
02/23/2011,0.12,0.12,0.12,0.12,0.16,0.16,0.25,0.25
02/22/2011,0.10,0.10,0.12,0.12,0.16,0.16,0.26,0.26
02/18/2011,0.08,0.08,0.10,0.10,0.15,0.15,0.27,0.27
02/17/2011,0.08,0.08,0.09,0.09,0.15,0.15,0.26,0.26
02/16/2011,0.10,0.10,0.12,0.12,0.16,0.16,0.28,0.28
02/15/2011,0.11,0.11,0.13,0.13,0.17,0.17,0.29,0.29
02/14/2011,0.09,0.09,0.13,0.13,0.17,0.17,0.29,0.29
02/11/2011,0.08,0.08,0.12,0.12,0.16,0.16,0.29,0.29
02/10/2011,0.08,0.08,0.12,0.12,0.16,0.16,0.29,0.29
02/09/2011,0.11,0.11,0.14,0.14,0.18,0.18,0.30,0.30
02/08/2011,0.14,0.14,0.15,0.15,0.18,0.18,0.31,0.32
02/07/2011,0.13,0.13,0.16,0.16,0.18,0.18,0.28,0.28
02/04/2011,0.13,0.13,0.15,0.15,0.18,0.18,0.28,0.28
02/03/2011,0.14,0.14,0.14,0.14,0.18,0.18,0.27,0.27
02/02/2011,0.15,0.15,0.16,0.16,0.18,0.18,0.26,0.26
02/01/2011,0.16,0.16,0.15,0.15,0.18,0.18,0.25,0.25
01/31/2011,0.15,0.15,0.15,0.15,0.17,0.17,0.24,0.24
01/28/2011,0.13,0.13,0.15,0.15,0.15,0.15,0.23,0.23
01/27/2011,0.13,0.13,0.15,0.15,0.17,0.17,0.24,0.24
01/26/2011,0.15,0.15,0.16,0.16,0.18,0.18,0.26,0.26
01/25/2011,0.15,0.15,0.16,0.16,0.18,0.18,0.26,0.26
01/24/2011,0.15,0.15,0.16,0.16,0.18,0.18,0.27,0.27
01/21/2011,0.15,0.15,0.16,0.16,0.19,0.19,0.26,0.26
01/20/2011,0.15,0.15,0.16,0.16,0.19,0.19,0.26,0.26
01/19/2011,0.16,0.16,0.16,0.16,0.19,0.19,0.26,0.26
01/18/2011,0.15,0.15,0.16,0.16,0.19,0.19,0.25,0.25
01/14/2011,0.14,0.14,0.15,0.15,0.18,0.18,0.26,0.26
01/13/2011,0.15,0.15,0.15,0.15,0.18,0.18,0.26,0.26
01/12/2011,0.15,0.15,0.15,0.15,0.18,0.18,0.26,0.26
01/11/2011,0.15,0.15,0.15,0.15,0.19,0.19,0.28,0.28
01/10/2011,0.14,0.14,0.15,0.15,0.18,0.18,0.27,0.27
01/07/2011,0.13,0.13,0.14,0.14,0.18,0.18,0.27,0.27
01/06/2011,0.13,0.13,0.15,0.15,0.18,0.18,0.28,0.28
01/05/2011,0.13,0.13,0.14,0.14,0.19,0.19,0.29,0.29
01/04/2011,0.12,0.12,0.14,0.14,0.19,0.19,0.26,0.26
01/03/2011,0.10,0.10,0.15,0.15,0.19,0.19,0.27,0.27
