Date,"4 WEEKS BANK DISCOUNT","4 WEEKS COUPON EQUIVALENT","13 WEEKS BANK DISCOUNT","13 WEEKS COUPON EQUIVALENT","26 WEEKS BANK DISCOUNT","26 WEEKS COUPON EQUIVALENT"
08/09/2004,1.37,1.39,1.49,1.52,1.69,1.73
08/06/2004,1.34,1.36,1.41,1.43,1.63,1.67
08/05/2004,1.31,1.33,1.45,1.48,1.71,1.75
08/04/2004,1.32,1.34,1.46,1.49,1.72,1.76
08/03/2004,1.35,1.37,1.46,1.49,1.73,1.77
08/02/2004,1.24,1.26,1.48,1.51,1.74,1.78
07/30/2004,1.24,1.26,1.42,1.44,1.72,1.76
07/29/2004,1.26,1.28,1.42,1.44,1.73,1.77
07/28/2004,1.30,1.32,1.43,1.46,1.74,1.78
07/27/2004,1.33,1.35,1.44,1.47,1.75,1.79
07/26/2004,1.26,1.28,1.43,1.46,1.74,1.78
07/23/2004,1.20,1.22,1.35,1.37,1.67,1.71
07/22/2004,1.19,1.21,1.34,1.36,1.67,1.71
07/21/2004,1.19,1.21,1.33,1.35,1.67,1.71
07/20/2004,1.20,1.22,1.34,1.36,1.66,1.70
07/19/2004,1.12,1.14,1.33,1.35,1.65,1.69
07/16/2004,1.12,1.14,1.32,1.34,1.62,1.66
07/15/2004,1.12,1.14,1.32,1.34,1.64,1.68
07/14/2004,1.15,1.17,1.32,1.34,1.65,1.69
07/13/2004,1.17,1.19,1.32,1.34,1.65,1.69
07/12/2004,1.13,1.15,1.32,1.34,1.64,1.68
07/09/2004,1.12,1.14,1.25,1.27,1.59,1.62
07/08/2004,1.12,1.14,1.25,1.27,1.59,1.63
07/07/2004,1.14,1.16,1.28,1.30,1.60,1.64
07/06/2004,1.07,1.09,1.32,1.34,1.64,1.68
07/02/2004,1.04,1.06,1.27,1.29,1.57,1.60
07/01/2004,0.99,1.00,1.20,1.22,1.60,1.64
06/30/2004,1.15,1.17,1.31,1.33,1.64,1.68
06/29/2004,1.17,1.19,1.36,1.38,1.71,1.75
06/28/2004,1.08,1.10,1.36,1.38,1.74,1.78
06/25/2004,1.08,1.10,1.28,1.30,1.65,1.69
06/24/2004,1.08,1.10,1.26,1.28,1.64,1.68
06/23/2004,1.06,1.08,1.27,1.29,1.65,1.69
06/22/2004,1.06,1.08,1.30,1.32,1.66,1.70
06/21/2004,0.99,1.00,1.32,1.34,1.67,1.71
06/18/2004,1.00,1.01,1.26,1.28,1.64,1.68
06/17/2004,1.00,1.01,1.25,1.27,1.62,1.66
06/16/2004,1.03,1.05,1.28,1.30,1.65,1.69
06/15/2004,1.07,1.09,1.32,1.34,1.65,1.69
06/14/2004,1.02,1.03,1.40,1.42,1.74,1.78
06/10/2004,1.00,1.01,1.27,1.29,1.61,1.65
06/09/2004,1.01,1.02,1.25,1.27,1.58,1.61
06/08/2004,1.02,1.03,1.25,1.27,1.53,1.56
06/07/2004,0.93,0.94,1.23,1.25,1.51,1.54
06/04/2004,0.93,0.94,1.18,1.20,1.47,1.50
06/03/2004,0.94,0.95,1.15,1.17,1.42,1.45
06/02/2004,0.95,0.96,1.15,1.17,1.42,1.45
06/01/2004,0.93,0.94,1.15,1.17,1.41,1.44
05/28/2004,0.92,0.93,1.06,1.08,1.36,1.39
05/27/2004,0.92,0.93,1.04,1.06,1.34,1.37
05/26/2004,0.92,0.93,1.06,1.08,1.36,1.39
05/25/2004,0.93,0.94,1.06,1.08,1.38,1.41
05/24/2004,0.89,0.90,1.06,1.08,1.39,1.42
05/21/2004,0.89,0.90,1.01,1.03,1.35,1.38
05/20/2004,0.88,0.89,1.01,1.03,1.33,1.36
05/19/2004,0.89,0.90,1.02,1.04,1.35,1.38
05/18/2004,0.90,0.91,1.04,1.06,1.34,1.37
05/17/2004,0.87,0.88,1.05,1.07,1.33,1.36
05/14/2004,0.85,0.86,0.97,0.99,1.31,1.34
05/13/2004,0.86,0.87,0.98,1.00,1.31,1.34
05/12/2004,0.88,0.89,1.02,1.04,1.30,1.33
05/11/2004,0.90,0.91,1.04,1.06,1.33,1.36
05/10/2004,0.86,0.87,1.07,1.09,1.34,1.37
05/07/2004,0.88,0.89,1.05,1.07,1.31,1.34
05/06/2004,0.87,0.88,0.98,1.00,1.18,1.20
05/05/2004,0.89,0.90,0.97,0.99,1.15,1.17
05/04/2004,0.92,0.93,0.99,1.01,1.17,1.19
05/03/2004,0.80,0.81,0.99,1.01,1.19,1.21
04/30/2004,0.81,0.82,0.96,0.98,1.14,1.16
04/29/2004,0.83,0.84,0.95,0.97,1.13,1.15
04/28/2004,0.86,0.87,0.96,0.98,1.14,1.16
04/27/2004,0.90,0.91,0.97,0.99,1.15,1.17
04/26/2004,0.86,0.87,0.98,1.00,1.17,1.19
04/23/2004,0.85,0.86,0.96,0.98,1.17,1.19
04/22/2004,0.79,0.80,0.95,0.97,1.12,1.14
04/21/2004,0.92,0.93,0.98,1.00,1.15,1.17
04/20/2004,0.92,0.93,0.96,0.98,1.11,1.13
04/19/2004,0.90,0.91,0.95,0.97,1.09,1.11
04/16/2004,0.90,0.91,0.92,0.93,1.06,1.08
04/15/2004,0.91,0.92,0.93,0.95,1.10,1.12
04/14/2004,0.91,0.92,0.94,0.96,1.11,1.13
04/13/2004,0.90,0.91,0.93,0.95,1.06,1.08
04/12/2004,0.91,0.92,0.93,0.95,1.04,1.06
04/08/2004,0.92,0.93,0.92,0.93,1.02,1.04
04/07/2004,0.93,0.94,0.93,0.95,1.02,1.04
04/06/2004,0.93,0.94,0.92,0.93,1.02,1.04
04/05/2004,0.93,0.94,0.93,0.95,1.04,1.06
04/02/2004,0.92,0.93,0.93,0.95,1.01,1.03
04/01/2004,0.94,0.95,0.92,0.93,1.00,1.02
03/31/2004,0.95,0.96,0.93,0.95,0.99,1.01
03/30/2004,0.96,0.97,0.94,0.96,0.99,1.01
03/29/2004,0.94,0.95,0.95,0.97,1.00,1.02
03/26/2004,0.93,0.94,0.93,0.95,0.98,1.00
03/25/2004,0.94,0.95,0.92,0.93,0.97,0.99
03/24/2004,0.94,0.95,0.92,0.93,0.98,1.00
03/23/2004,0.95,0.96,0.93,0.95,0.99,1.01
03/22/2004,0.93,0.94,0.94,0.96,1.00,1.02
03/19/2004,0.92,0.93,0.92,0.93,0.99,1.01
03/18/2004,0.92,0.93,0.92,0.93,0.98,1.00
03/17/2004,0.93,0.94,0.92,0.93,0.99,1.01
03/16/2004,0.96,0.97,0.94,0.96,0.99,1.01
03/15/2004,0.93,0.94,0.95,0.97,1.00,1.02
03/12/2004,0.95,0.96,0.94,0.96,0.99,1.01
03/11/2004,0.95,0.96,0.95,0.97,0.98,1.00
03/10/2004,0.96,0.97,0.94,0.96,0.98,1.00
03/09/2004,0.97,0.98,0.94,0.96,0.98,1.00
03/08/2004,0.94,0.95,0.95,0.97,0.99,1.01
03/05/2004,0.94,0.95,0.93,0.95,0.97,0.99
03/04/2004,0.96,0.97,0.94,0.96,1.00,1.02
03/03/2004,0.96,0.97,0.95,0.97,1.00,1.02
03/02/2004,0.97,0.98,0.95,0.97,1.01,1.03
03/01/2004,0.95,0.97,0.95,0.97,1.00,1.02
02/27/2004,0.93,0.95,0.94,0.96,0.99,1.01
02/26/2004,0.95,0.97,0.94,0.96,1.00,1.02
02/25/2004,0.94,0.96,0.94,0.96,1.00,1.02
02/24/2004,0.95,0.97,0.95,0.97,1.00,1.02
02/23/2004,0.93,0.95,0.95,0.97,1.00,1.02
02/20/2004,0.91,0.93,0.92,0.94,0.99,1.01
02/19/2004,0.91,0.93,0.92,0.94,0.98,1.00
02/18/2004,0.91,0.93,0.92,0.94,0.98,1.00
02/17/2004,0.88,0.90,0.93,0.95,0.98,1.00
02/13/2004,0.88,0.90,0.90,0.92,0.96,0.98
02/12/2004,0.88,0.90,0.91,0.93,0.98,1.00
02/11/2004,0.87,0.89,0.91,0.93,0.98,1.00
02/10/2004,0.89,0.91,0.93,0.95,1.00,1.02
02/09/2004,0.87,0.88,0.93,0.95,1.00,1.02
02/06/2004,0.87,0.89,0.91,0.93,0.99,1.01
02/05/2004,0.87,0.89,0.92,0.94,1.00,1.02
02/04/2004,0.89,0.91,0.92,0.94,0.99,1.01
02/03/2004,0.91,0.93,0.92,0.94,1.00,1.02
02/02/2004,0.85,0.86,0.93,0.95,1.01,1.03
01/30/2004,0.83,0.84,0.90,0.92,0.99,1.01
01/29/2004,0.85,0.86,0.92,0.94,1.00,1.02
01/28/2004,0.87,0.89,0.92,0.94,0.98,1.00
01/27/2004,0.87,0.89,0.89,0.91,0.96,0.98
01/26/2004,0.79,0.80,0.89,0.91,0.97,0.99
01/23/2004,0.77,0.78,0.88,0.90,0.94,0.96
01/22/2004,0.72,0.73,0.86,0.88,0.94,0.96
01/21/2004,0.80,0.81,0.87,0.89,0.94,0.96
01/20/2004,0.77,0.78,0.88,0.90,0.96,0.98
01/16/2004,0.78,0.79,0.87,0.89,0.95,0.97
01/15/2004,0.80,0.81,0.86,0.88,0.94,0.96
01/14/2004,0.84,0.85,0.86,0.88,0.94,0.96
01/13/2004,0.85,0.86,0.87,0.89,0.95,0.97
01/12/2004,0.86,0.87,0.88,0.90,0.96,0.98
01/09/2004,0.86,0.87,0.85,0.87,0.95,0.97
01/08/2004,0.86,0.87,0.86,0.88,0.99,1.01
01/07/2004,0.86,0.87,0.89,0.91,1.00,1.02
01/06/2004,0.86,0.87,0.90,0.92,1.01,1.03
01/05/2004,0.87,0.88,0.90,0.92,1.03,1.05
01/02/2004,0.86,0.87,0.91,0.93,1.00,1.02
