Date,"4 WEEKS BANK DISCOUNT","4 WEEKS COUPON EQUIVALENT","13 WEEKS BANK DISCOUNT","13 WEEKS COUPON EQUIVALENT","26 WEEKS BANK DISCOUNT","26 WEEKS COUPON EQUIVALENT","52 WEEKS BANK DISCOUNT","52 WEEKS COUPON EQUIVALENT"
03/19/2009,0.09,0.09,0.20,0.20,0.39,0.40,0.58,0.59
03/18/2009,0.15,0.15,0.21,0.21,0.39,0.40,0.58,0.59
03/17/2009,0.14,0.14,0.24,0.24,0.44,0.45,0.67,0.68
03/16/2009,0.09,0.09,0.24,0.24,0.45,0.46,0.67,0.68
03/13/2009,0.08,0.08,0.19,0.19,0.41,0.42,0.66,0.67
03/12/2009,0.10,0.10,0.21,0.21,0.44,0.45,0.69,0.70
03/11/2009,0.14,0.14,0.23,0.23,0.45,0.46,0.70,0.71
03/10/2009,0.14,0.14,0.24,0.24,0.46,0.47,0.70,0.71
03/09/2009,0.11,0.11,0.23,0.23,0.46,0.47,0.66,0.67
03/06/2009,0.08,0.08,0.20,0.20,0.38,0.39,0.63,0.64
03/05/2009,0.10,0.10,0.20,0.20,0.39,0.40,0.63,0.64
03/04/2009,0.14,0.14,0.26,0.26,0.43,0.44,0.67,0.68
03/03/2009,0.14,0.14,0.27,0.27,0.43,0.44,0.65,0.66
03/02/2009,0.15,0.15,0.28,0.28,0.44,0.45,0.64,0.65
02/27/2009,0.16,0.16,0.26,0.26,0.44,0.45,0.69,0.70
02/26/2009,0.18,0.18,0.27,0.27,0.46,0.47,0.70,0.71
02/25/2009,0.21,0.21,0.30,0.30,0.51,0.52,0.72,0.73
02/24/2009,0.22,0.22,0.32,0.32,0.49,0.50,0.69,0.70
02/23/2009,0.18,0.18,0.30,0.30,0.50,0.51,0.67,0.68
02/20/2009,0.19,0.19,0.27,0.27,0.47,0.48,0.62,0.63
02/19/2009,0.22,0.22,0.30,0.30,0.50,0.51,0.65,0.66
02/18/2009,0.23,0.23,0.31,0.31,0.49,0.50,0.62,0.63
02/17/2009,0.25,0.25,0.32,0.32,0.47,0.48,0.59,0.60
02/13/2009,0.23,0.23,0.29,0.29,0.45,0.46,0.60,0.61
02/12/2009,0.25,0.25,0.29,0.29,0.42,0.43,0.57,0.58
02/11/2009,0.22,0.22,0.30,0.30,0.45,0.46,0.59,0.60
02/10/2009,0.24,0.24,0.31,0.31,0.44,0.45,0.59,0.60
02/09/2009,0.21,0.21,0.32,0.32,0.47,0.48,0.56,0.57
02/06/2009,0.21,0.21,0.28,0.28,0.43,0.44,0.53,0.54
02/05/2009,0.21,0.21,0.29,0.29,0.42,0.43,0.51,0.52
02/04/2009,0.26,0.26,0.30,0.30,0.40,0.41,0.50,0.51
02/03/2009,0.28,0.28,0.32,0.32,0.40,0.41,0.50,0.51
02/02/2009,0.18,0.18,0.27,0.27,0.39,0.40,0.48,0.49
01/30/2009,0.14,0.14,0.24,0.24,0.35,0.36,0.48,0.49
01/29/2009,0.14,0.14,0.23,0.23,0.35,0.36,0.48,0.49
01/28/2009,0.08,0.08,0.19,0.19,0.33,0.34,0.46,0.47
01/27/2009,0.05,0.05,0.13,0.13,0.32,0.32,0.45,0.46
01/26/2009,0.01,0.01,0.15,0.15,0.34,0.35,0.45,0.46
01/23/2009,0.03,0.03,0.11,0.11,0.30,0.30,0.44,0.45
01/22/2009,0.03,0.03,0.10,0.10,0.29,0.29,0.41,0.42
01/21/2009,0.03,0.03,0.11,0.11,0.30,0.30,0.42,0.43
01/20/2009,0.03,0.03,0.13,0.13,0.30,0.30,0.41,0.42
01/16/2009,0.04,0.04,0.12,0.12,0.29,0.29,0.42,0.43
01/15/2009,0.03,0.03,0.11,0.11,0.29,0.29,0.41,0.42
01/14/2009,0.07,0.07,0.12,0.12,0.28,0.28,0.41,0.42
01/13/2009,0.02,0.02,0.11,0.11,0.29,0.29,0.42,0.43
01/12/2009,0.03,0.03,0.12,0.12,0.29,0.29,0.40,0.41
01/09/2009,0.03,0.03,0.07,0.07,0.28,0.28,0.40,0.41
01/08/2009,0.04,0.04,0.09,0.09,0.28,0.28,0.41,0.42
01/07/2009,0.03,0.03,0.11,0.11,0.29,0.29,0.41,0.42
01/06/2009,0.05,0.05,0.14,0.14,0.31,0.31,0.42,0.43
01/05/2009,0.04,0.04,0.14,0.14,0.32,0.32,0.41,0.42
01/02/2009,0.04,0.04,0.08,0.08,0.28,0.28,0.38,0.39
