Date,"4 WEEKS BANK DISCOUNT","4 WEEKS COUPON EQUIVALENT","13 WEEKS BANK DISCOUNT","13 WEEKS COUPON EQUIVALENT","26 WEEKS BANK DISCOUNT","26 WEEKS COUPON EQUIVALENT"
05/17/2007,4.70,4.80,4.68,4.81,4.71,4.90
05/16/2007,4.64,4.73,4.62,4.75,4.67,4.86
05/15/2007,4.69,4.79,4.70,4.84,4.71,4.91
05/14/2007,4.61,4.70,4.73,4.85,4.74,4.94
05/11/2007,4.65,4.74,4.73,4.86,4.72,4.91
05/10/2007,4.67,4.76,4.73,4.87,4.75,4.95
05/09/2007,4.65,4.74,4.74,4.88,4.79,4.99
05/08/2007,4.66,4.75,4.76,4.90,4.82,5.02
05/07/2007,4.65,4.74,4.77,4.90,4.83,5.03
05/04/2007,4.64,4.73,4.76,4.90,4.83,5.03
05/03/2007,4.64,4.73,4.76,4.90,4.83,5.03
05/02/2007,4.62,4.71,4.77,4.91,4.82,5.02
05/01/2007,4.59,4.68,4.76,4.90,4.81,5.01
04/30/2007,4.69,4.78,4.79,4.92,4.83,5.03
04/27/2007,4.75,4.84,4.81,4.95,4.83,5.03
04/26/2007,4.81,4.91,4.82,4.96,4.84,5.04
04/25/2007,4.84,4.94,4.83,4.97,4.83,5.03
04/24/2007,4.83,4.92,4.84,4.98,4.83,5.03
04/23/2007,4.83,4.93,4.85,4.98,4.84,5.04
04/20/2007,4.83,4.93,4.85,4.99,4.85,5.05
04/19/2007,4.83,4.93,4.85,4.99,4.84,5.04
04/18/2007,4.84,4.94,4.86,5.00,4.84,5.04
04/17/2007,4.85,4.94,4.87,5.01,4.86,5.07
04/16/2007,4.87,4.97,4.88,5.01,4.88,5.09
04/13/2007,4.88,4.98,4.88,5.02,4.89,5.09
04/12/2007,4.90,5.00,4.89,5.03,4.89,5.10
04/11/2007,4.91,5.01,4.90,5.04,4.89,5.10
04/10/2007,4.91,5.00,4.89,5.03,4.89,5.10
04/09/2007,4.99,5.09,4.89,5.02,4.90,5.11
04/06/2007,5.00,5.10,4.91,5.05,4.90,5.11
04/05/2007,5.00,5.10,4.90,5.04,4.87,5.08
04/04/2007,5.06,5.16,4.92,5.06,4.87,5.08
04/03/2007,5.06,5.15,4.91,5.05,4.88,5.09
04/02/2007,5.03,5.13,4.91,5.04,4.88,5.09
03/30/2007,4.97,5.07,4.90,5.04,4.86,5.06
03/29/2007,4.95,5.05,4.91,5.05,4.86,5.06
03/28/2007,5.08,5.19,4.92,5.06,4.87,5.08
03/27/2007,5.11,5.20,4.93,5.08,4.88,5.09
03/26/2007,5.14,5.24,4.93,5.06,4.88,5.09
03/23/2007,5.15,5.25,4.94,5.08,4.90,5.11
03/22/2007,5.14,5.25,4.92,5.06,4.88,5.09
03/21/2007,5.14,5.25,4.91,5.05,4.87,5.08
03/20/2007,5.13,5.22,4.92,5.06,4.91,5.12
03/19/2007,5.09,5.19,4.93,5.06,4.92,5.13
03/16/2007,5.09,5.19,4.90,5.04,4.93,5.14
03/15/2007,5.12,5.23,4.91,5.05,4.91,5.12
03/14/2007,5.14,5.25,4.92,5.06,4.89,5.10
03/13/2007,5.14,5.23,4.94,5.09,4.89,5.10
03/12/2007,5.14,5.24,4.96,5.09,4.92,5.13
03/09/2007,5.13,5.23,4.96,5.10,4.93,5.14
03/08/2007,5.14,5.25,4.95,5.10,4.88,5.09
03/07/2007,5.14,5.25,4.97,5.12,4.88,5.09
03/06/2007,5.15,5.24,4.99,5.14,4.89,5.10
03/05/2007,5.14,5.24,4.97,5.10,4.87,5.08
03/02/2007,5.14,5.24,4.98,5.12,4.87,5.07
03/01/2007,5.15,5.26,5.00,5.15,4.90,5.11
02/28/2007,5.13,5.24,5.01,5.16,4.91,5.12
02/27/2007,5.13,5.22,4.99,5.14,4.89,5.10
02/26/2007,5.15,5.24,5.05,5.19,4.97,5.18
02/23/2007,5.16,5.25,5.05,5.18,4.97,5.17
02/22/2007,5.17,5.26,5.05,5.19,4.97,5.17
02/21/2007,5.18,5.27,5.04,5.18,4.96,5.16
02/20/2007,5.15,5.24,5.05,5.19,4.96,5.16
02/16/2007,5.14,5.23,5.04,5.17,4.96,5.15
02/15/2007,5.14,5.23,5.03,5.16,4.95,5.15
02/14/2007,5.14,5.23,5.02,5.16,4.96,5.16
02/13/2007,5.15,5.24,5.03,5.17,4.97,5.17
02/12/2007,5.07,5.16,5.04,5.18,4.98,5.18
02/09/2007,5.06,5.15,5.02,5.15,4.97,5.17
02/08/2007,5.06,5.15,5.03,5.16,4.96,5.16
02/07/2007,5.06,5.15,5.02,5.16,4.96,5.16
02/06/2007,5.05,5.14,5.01,5.14,4.96,5.16
02/05/2007,4.97,5.06,5.02,5.16,4.96,5.16
02/02/2007,4.92,5.00,5.01,5.14,4.96,5.16
02/01/2007,4.90,4.99,5.00,5.13,4.96,5.16
01/31/2007,4.91,5.00,4.99,5.12,4.96,5.16
01/30/2007,4.90,4.99,5.00,5.13,4.98,5.18
01/29/2007,4.84,4.92,5.01,5.14,4.99,5.19
01/26/2007,4.84,4.92,5.00,5.13,4.98,5.18
01/25/2007,4.87,4.96,5.01,5.14,4.98,5.18
01/24/2007,4.90,4.99,5.00,5.13,4.97,5.17
01/23/2007,4.93,5.02,5.01,5.14,4.98,5.18
01/22/2007,4.87,4.95,5.00,5.13,4.98,5.18
01/19/2007,4.86,4.94,5.01,5.14,4.97,5.17
01/18/2007,4.87,4.96,4.99,5.12,4.96,5.16
01/17/2007,4.92,5.01,4.99,5.12,4.96,5.16
01/16/2007,4.90,4.98,4.98,5.11,4.96,5.16
01/12/2007,4.89,4.97,4.96,5.09,4.96,5.15
01/11/2007,4.89,4.98,4.98,5.11,4.95,5.15
01/10/2007,4.85,4.94,4.96,5.09,4.93,5.13
01/09/2007,4.81,4.90,4.95,5.08,4.93,5.13
01/08/2007,4.75,4.83,4.95,5.08,4.93,5.13
01/05/2007,4.71,4.79,4.92,5.05,4.90,5.09
01/04/2007,4.70,4.78,4.91,5.04,4.88,5.07
01/03/2007,4.75,4.83,4.92,5.05,4.90,5.09
01/02/2007,4.66,4.74,4.94,5.07,4.91,5.10
