Date,"4 WEEKS BANK DISCOUNT","4 WEEKS COUPON EQUIVALENT","13 WEEKS BANK DISCOUNT","13 WEEKS COUPON EQUIVALENT","26 WEEKS BANK DISCOUNT","26 WEEKS COUPON EQUIVALENT"
10/29/2003,0.96,0.98,0.94,0.96,1.02,1.04
10/28/2003,0.96,0.98,0.94,0.96,1.01,1.03
10/27/2003,0.93,0.95,0.96,0.98,1.03,1.05
10/24/2003,0.90,0.92,0.93,0.95,1.01,1.03
10/23/2003,0.90,0.92,0.94,0.96,1.01,1.03
10/22/2003,0.90,0.92,0.94,0.96,1.01,1.03
10/21/2003,0.90,0.92,0.91,0.93,1.02,1.04
10/20/2003,0.88,0.90,0.93,0.95,1.02,1.04
10/17/2003,0.88,0.90,0.91,0.93,1.00,1.02
10/16/2003,0.88,0.90,0.91,0.93,1.01,1.03
10/15/2003,0.88,0.90,0.91,0.93,0.99,1.01
10/14/2003,0.87,0.88,0.91,0.93,0.99,1.01
10/10/2003,0.87,0.88,0.90,0.92,0.98,1.00
10/09/2003,0.88,0.90,0.89,0.91,0.98,1.00
10/08/2003,0.86,0.87,0.89,0.91,0.98,1.00
10/07/2003,0.83,0.84,0.90,0.92,0.99,1.01
10/06/2003,0.85,0.86,0.92,0.94,0.95,0.97
10/03/2003,0.85,0.86,0.92,0.94,0.99,1.01
10/02/2003,0.84,0.85,0.92,0.94,0.98,1.00
10/01/2003,0.86,0.87,0.93,0.95,0.98,1.00
09/30/2003,0.86,0.87,0.93,0.95,0.99,1.01
09/29/2003,0.84,0.85,0.95,0.97,1.01,1.03
09/26/2003,0.85,0.86,0.92,0.94,1.00,1.02
09/25/2003,0.86,0.87,0.92,0.94,1.00,1.02
09/24/2003,0.87,0.89,0.93,0.95,1.00,1.02
09/23/2003,0.87,0.89,0.92,0.94,1.01,1.03
09/22/2003,0.86,0.87,0.94,0.96,1.02,1.04
09/19/2003,0.86,0.87,0.93,0.95,1.00,1.02
09/18/2003,0.87,0.89,0.94,0.96,1.00,1.02
09/17/2003,0.88,0.90,0.93,0.95,1.00,1.02
09/16/2003,0.89,0.91,0.91,0.93,1.00,1.02
09/15/2003,0.89,0.91,0.94,0.96,1.01,1.03
09/12/2003,0.89,0.91,0.94,0.96,1.00,1.02
09/11/2003,0.91,0.93,0.94,0.96,1.00,1.02
09/10/2003,0.92,0.94,0.94,0.96,1.00,1.02
09/09/2003,0.93,0.95,0.94,0.96,1.01,1.03
09/08/2003,0.93,0.95,0.95,0.97,1.03,1.05
09/05/2003,0.93,0.95,0.94,0.96,1.01,1.03
09/04/2003,0.94,0.96,0.95,0.97,1.03,1.05
09/03/2003,0.96,0.98,0.95,0.97,1.02,1.04
09/02/2003,0.96,0.98,0.96,0.98,1.05,1.07
08/29/2003,0.96,0.98,0.96,0.98,1.03,1.05
08/28/2003,0.97,0.99,0.97,0.99,1.03,1.05
08/27/2003,0.98,1.00,0.98,1.00,1.04,1.06
08/26/2003,0.99,1.01,0.99,1.01,1.04,1.06
08/25/2003,0.95,0.97,1.00,1.02,1.05,1.07
08/22/2003,0.94,0.96,0.96,0.98,1.03,1.05
08/21/2003,0.93,0.95,0.95,0.97,1.04,1.06
08/20/2003,0.92,0.94,0.94,0.96,1.02,1.04
08/19/2003,0.94,0.96,0.94,0.96,1.02,1.04
08/18/2003,0.95,0.97,0.94,0.96,1.04,1.06
08/15/2003,0.90,0.92,0.93,0.95,1.02,1.04
08/14/2003,0.94,0.96,0.94,0.96,1.03,1.05
08/13/2003,0.93,0.95,0.94,0.96,1.03,1.05
08/12/2003,0.91,0.93,0.93,0.95,1.02,1.04
08/11/2003,0.90,0.92,0.94,0.96,1.04,1.06
08/08/2003,0.89,0.91,0.94,0.96,1.01,1.03
08/07/2003,0.89,0.91,0.93,0.95,1.02,1.04
08/06/2003,0.90,0.92,0.93,0.95,1.02,1.04
08/05/2003,0.91,0.93,0.94,0.96,1.03,1.05
08/04/2003,0.89,0.91,0.95,0.97,1.03,1.05
08/01/2003,0.89,0.91,0.93,0.95,1.02,1.04
07/31/2003,0.89,0.91,0.94,0.96,1.00,1.02
07/30/2003,0.92,0.94,0.96,0.98,0.99,1.01
07/29/2003,0.97,0.99,0.97,0.99,0.99,1.01
07/28/2003,0.95,0.97,0.95,0.97,0.99,1.01
07/25/2003,0.90,0.92,0.91,0.93,0.96,0.98
07/24/2003,0.89,0.91,0.91,0.93,0.96,0.98
07/23/2003,0.88,0.90,0.91,0.93,0.95,0.97
07/22/2003,0.87,0.89,0.91,0.93,0.95,0.97
07/21/2003,0.84,0.85,0.91,0.93,0.97,0.99
07/18/2003,0.82,0.83,0.89,0.91,0.94,0.96
07/17/2003,0.82,0.83,0.88,0.90,0.94,0.96
07/16/2003,0.83,0.84,0.89,0.91,0.95,0.97
07/15/2003,0.86,0.87,0.90,0.92,0.95,0.97
07/14/2003,0.86,0.87,0.89,0.91,0.94,0.96
07/11/2003,0.87,0.89,0.87,0.89,0.93,0.95
07/10/2003,0.87,0.89,0.87,0.89,0.93,0.95
07/09/2003,0.88,0.90,0.88,0.90,0.93,0.95
07/08/2003,0.90,0.92,0.90,0.92,0.94,0.96
07/07/2003,0.88,0.90,0.90,0.92,0.95,0.97
07/03/2003,0.86,0.87,0.85,0.87,0.93,0.95
07/02/2003,0.86,0.87,0.85,0.87,0.93,0.95
07/01/2003,0.87,0.89,0.87,0.89,0.94,0.96
06/30/2003,0.78,0.79,0.89,0.91,0.96,0.98
06/27/2003,0.78,0.79,0.85,0.87,0.93,0.95
06/26/2003,0.84,0.85,0.89,0.91,0.94,0.96
06/25/2003,0.90,0.92,0.90,0.92,0.92,0.94
06/24/2003,0.81,0.82,0.81,0.83,0.82,0.84
06/23/2003,0.82,0.83,0.83,0.85,0.85,0.87
06/20/2003,0.80,0.81,0.81,0.83,0.83,0.85
06/19/2003,0.82,0.83,0.80,0.81,0.80,0.82
06/18/2003,0.89,0.91,0.87,0.89,0.87,0.89
06/17/2003,0.91,0.93,0.88,0.90,0.89,0.91
06/16/2003,0.92,0.94,0.85,0.87,0.86,0.88
06/13/2003,0.91,0.93,0.84,0.86,0.84,0.86
06/12/2003,1.01,1.03,0.90,0.92,0.88,0.90
06/11/2003,1.05,1.07,0.92,0.94,0.93,0.95
06/10/2003,1.08,1.10,0.95,0.97,0.93,0.95
06/09/2003,1.14,1.16,1.01,1.03,0.98,1.00
06/06/2003,1.13,1.15,1.03,1.05,1.01,1.03
06/05/2003,1.10,1.12,1.02,1.04,1.01,1.03
06/04/2003,1.13,1.15,1.03,1.05,1.01,1.03
06/03/2003,1.15,1.17,1.06,1.08,1.03,1.05
06/02/2003,1.15,1.17,1.12,1.14,1.10,1.12
05/30/2003,1.15,1.17,1.09,1.11,1.07,1.09
05/29/2003,1.17,1.19,1.08,1.10,1.06,1.08
05/28/2003,1.19,1.21,1.10,1.12,1.09,1.11
05/27/2003,1.15,1.17,1.07,1.09,1.07,1.09
05/23/2003,1.13,1.15,1.06,1.08,1.06,1.08
05/22/2003,1.11,1.13,1.06,1.08,1.06,1.08
05/21/2003,1.12,1.14,1.04,1.06,1.06,1.08
05/20/2003,1.00,1.02,1.02,1.04,1.02,1.04
05/19/2003,0.99,1.01,1.03,1.05,1.04,1.06
05/16/2003,0.96,0.98,1.03,1.05,1.04,1.06
05/15/2003,0.96,0.98,1.04,1.06,1.08,1.10
05/14/2003,0.93,0.95,1.04,1.06,1.08,1.10
05/13/2003,1.00,1.02,1.07,1.09,1.10,1.12
05/12/2003,1.05,1.07,1.08,1.10,1.11,1.13
05/09/2003,1.05,1.07,1.09,1.11,1.11,1.13
05/08/2003,1.04,1.06,1.07,1.09,1.11,1.13
05/07/2003,1.06,1.08,1.09,1.11,1.11,1.13
05/06/2003,1.07,1.09,1.08,1.10,1.10,1.12
05/05/2003,1.06,1.08,1.11,1.13,1.14,1.17
05/02/2003,1.05,1.07,1.10,1.12,1.13,1.16
05/01/2003,1.07,1.09,1.08,1.10,1.10,1.12
04/30/2003,1.11,1.13,1.11,1.13,1.12,1.15
04/29/2003,1.12,1.14,1.13,1.15,1.15,1.18
04/28/2003,1.11,1.13,1.12,1.14,1.15,1.18
04/25/2003,1.11,1.13,1.12,1.14,1.14,1.17
04/24/2003,1.11,1.13,1.13,1.15,1.15,1.18
04/23/2003,1.12,1.14,1.15,1.17,1.18,1.21
04/22/2003,1.12,1.14,1.16,1.18,1.18,1.21
04/21/2003,1.12,1.14,1.16,1.18,1.19,1.22
04/17/2003,1.12,1.14,1.16,1.18,1.17,1.20
04/16/2003,1.13,1.15,1.15,1.17,1.17,1.20
04/15/2003,1.15,1.17,1.16,1.18,1.18,1.21
04/14/2003,1.17,1.19,1.18,1.20,1.19,1.22
04/11/2003,1.16,1.18,1.15,1.17,1.16,1.19
04/10/2003,1.16,1.18,1.12,1.14,1.13,1.16
04/09/2003,1.15,1.17,1.11,1.13,1.11,1.13
04/08/2003,1.17,1.19,1.13,1.15,1.12,1.15
04/07/2003,1.17,1.19,1.15,1.17,1.14,1.17
04/04/2003,1.15,1.17,1.09,1.11,1.08,1.10
04/03/2003,1.15,1.17,1.09,1.11,1.08,1.10
04/02/2003,1.15,1.17,1.11,1.13,1.10,1.12
04/01/2003,1.15,1.17,1.10,1.12,1.08,1.10
03/31/2003,1.14,1.16,1.12,1.14,1.11,1.13
03/28/2003,1.13,1.15,1.12,1.14,1.12,1.15
03/27/2003,1.16,1.18,1.14,1.16,1.14,1.17
03/26/2003,1.17,1.19,1.16,1.18,1.15,1.18
03/25/2003,1.19,1.21,1.16,1.18,1.16,1.19
03/24/2003,1.16,1.18,1.15,1.17,1.16,1.19
03/21/2003,1.16,1.18,1.16,1.18,1.17,1.20
03/20/2003,1.17,1.19,1.15,1.17,1.16,1.19
03/19/2003,1.17,1.19,1.14,1.16,1.15,1.18
03/18/2003,1.17,1.19,1.12,1.14,1.16,1.19
03/17/2003,1.14,1.16,1.13,1.15,1.12,1.15
03/14/2003,1.12,1.14,1.11,1.13,1.11,1.13
03/13/2003,1.13,1.15,1.10,1.12,1.11,1.13
03/12/2003,1.13,1.15,1.08,1.10,1.06,1.08
03/11/2003,1.13,1.15,1.08,1.10,1.05,1.07
03/10/2003,1.12,1.14,1.06,1.08,1.04,1.06
03/07/2003,1.14,1.16,1.10,1.12,1.09,1.11
03/06/2003,1.18,1.20,1.16,1.18,1.15,1.18
03/05/2003,1.19,1.21,1.16,1.18,1.15,1.18
03/04/2003,1.21,1.23,1.17,1.19,1.17,1.20
03/03/2003,1.18,1.20,1.18,1.20,1.18,1.21
02/28/2003,1.19,1.21,1.18,1.20,1.17,1.19
02/27/2003,1.22,1.24,1.19,1.21,1.18,1.20
02/26/2003,1.24,1.26,1.19,1.21,1.18,1.20
02/25/2003,1.23,1.25,1.18,1.20,1.18,1.20
02/24/2003,1.19,1.21,1.19,1.21,1.19,1.21
02/21/2003,1.18,1.20,1.17,1.19,1.18,1.20
02/20/2003,1.17,1.19,1.17,1.19,1.18,1.20
02/19/2003,1.17,1.19,1.16,1.18,1.17,1.19
02/18/2003,1.17,1.19,1.17,1.19,1.18,1.20
02/14/2003,1.17,1.19,1.16,1.18,1.17,1.19
02/13/2003,1.16,1.18,1.15,1.17,1.16,1.18
02/12/2003,1.16,1.18,1.16,1.18,1.17,1.19
02/11/2003,1.17,1.19,1.16,1.18,1.17,1.19
02/10/2003,1.15,1.17,1.15,1.17,1.18,1.20
02/07/2003,1.15,1.17,1.15,1.17,1.16,1.18
02/06/2003,1.15,1.17,1.15,1.17,1.17,1.19
02/05/2003,1.16,1.18,1.16,1.18,1.18,1.20
02/04/2003,1.16,1.18,1.14,1.16,1.17,1.19
02/03/2003,1.14,1.16,1.16,1.18,1.19,1.21
01/31/2003,1.15,1.17,1.16,1.18,1.17,1.19
01/30/2003,1.15,1.17,1.16,1.18,1.17,1.19
01/29/2003,1.16,1.18,1.16,1.18,1.18,1.20
01/28/2003,1.17,1.19,1.16,1.18,1.18,1.20
01/27/2003,1.13,1.15,1.15,1.17,1.17,1.19
01/24/2003,1.12,1.14,1.14,1.16,1.17,1.19
01/23/2003,1.14,1.16,1.15,1.17,1.18,1.20
01/22/2003,1.15,1.17,1.15,1.17,1.17,1.19
01/21/2003,1.15,1.17,1.17,1.19,1.20,1.22
01/17/2003,1.15,1.17,1.16,1.18,1.19,1.21
01/16/2003,1.15,1.17,1.16,1.18,1.20,1.22
01/15/2003,1.15,1.17,1.18,1.20,1.21,1.23
01/14/2003,1.16,1.18,1.17,1.19,1.22,1.24
01/13/2003,1.15,1.17,1.19,1.21,1.24,1.27
01/10/2003,1.15,1.17,1.18,1.20,1.22,1.24
01/09/2003,1.16,1.18,1.18,1.20,1.23,1.25
01/08/2003,1.15,1.17,1.17,1.19,1.21,1.23
01/07/2003,1.15,1.17,1.17,1.19,1.22,1.24
01/06/2003,1.15,1.17,1.19,1.21,1.25,1.28
01/03/2003,1.16,1.18,1.20,1.22,1.23,1.25
01/02/2003,1.16,1.18,1.20,1.22,1.23,1.25
